,Unnamed: 0,Unnamed: 0.1,Num_Cells_Strain1,Num_Cells_Strain2,t_deg,k_degA,k_degB,ratioS1,ratioS2,posS1,posS2,Stability,Survivors,New_Stability
7532,7532,221,1,5,12,0.3,0.5,0.0,0.8574223237024334,['[[ 80 200]]'],"['[[ 103 -152]', ' [ 140   78]', ' [ 165  116]', ' [ -60   18]', ' [ 111 -178]]']",0.9,0.9,1.0
7535,7535,224,4,4,36,0.6,0.3,1.1167825209977933,0.9487023375538824,"['[[  43  -68]', ' [ -81 -145]', ' [-176  189]', ' [ -97  172]]']","['[[  11 -185]', ' [-173  -74]', ' [ -35  -29]', ' [ 141   23]]']",0.9,0.9,1.0
7538,7538,227,8,6,12,0.3,0.5,0.9119226711998988,1.208196000843566,"['[[-181  -14]', ' [ -47  -70]', ' [  -9 -140]', ' [ -21 -136]', ' [  34   33]', ' [ -68  -31]', ' [ 198   -1]', ' [ -41  197]]']","['[[ -68 -199]', ' [  48 -185]', ' [-188  172]', ' [ 199  -75]', ' [  84  -68]', ' [-141  -67]]']",0.9,0.9,1.0
7540,7540,229,8,6,36,0.3,0.5,0.9119226711998988,1.208196000843566,"['[[-181  -14]', ' [ -47  -70]', ' [  -9 -140]', ' [ -21 -136]', ' [  34   33]', ' [ -68  -31]', ' [ 198   -1]', ' [ -41  197]]']","['[[ -68 -199]', ' [  48 -185]', ' [-188  172]', ' [ 199  -75]', ' [  84  -68]', ' [-141  -67]]']",0.9,0.9,1.0
7541,7541,230,8,6,12,0.6,0.3,0.9119226711998988,1.208196000843566,"['[[-181  -14]', ' [ -47  -70]', ' [  -9 -140]', ' [ -21 -136]', ' [  34   33]', ' [ -68  -31]', ' [ 198   -1]', ' [ -41  197]]']","['[[ -68 -199]', ' [  48 -185]', ' [-188  172]', ' [ 199  -75]', ' [  84  -68]', ' [-141  -67]]']",0.9,0.9,1.0
7542,7542,231,8,6,24,0.6,0.3,0.9119226711998988,1.208196000843566,"['[[-181  -14]', ' [ -47  -70]', ' [  -9 -140]', ' [ -21 -136]', ' [  34   33]', ' [ -68  -31]', ' [ 198   -1]', ' [ -41  197]]']","['[[ -68 -199]', ' [  48 -185]', ' [-188  172]', ' [ 199  -75]', ' [  84  -68]', ' [-141  -67]]']",0.9,0.9,1.0
7544,7544,233,8,6,36,0.6,0.3,0.9119226711998988,1.208196000843566,"['[[-181  -14]', ' [ -47  -70]', ' [  -9 -140]', ' [ -21 -136]', ' [  34   33]', ' [ -68  -31]', ' [ 198   -1]', ' [ -41  197]]']","['[[ -68 -199]', ' [  48 -185]', ' [-188  172]', ' [ 199  -75]', ' [  84  -68]', ' [-141  -67]]']",0.9,0.9,1.0
7546,7546,235,8,6,24,0.6,0.6,0.9119226711998988,1.208196000843566,"['[[-181  -14]', ' [ -47  -70]', ' [  -9 -140]', ' [ -21 -136]', ' [  34   33]', ' [ -68  -31]', ' [ 198   -1]', ' [ -41  197]]']","['[[ -68 -199]', ' [  48 -185]', ' [-188  172]', ' [ 199  -75]', ' [  84  -68]', ' [-141  -67]]']",0.9,0.9,1.0
7549,7549,238,4,5,36,0.6,0.6,1.2936535430558038,0.865023260502975,"['[[-154  156]', ' [ 157  -72]', ' [-138 -155]', ' [-194  -97]]']","['[[ 176   34]', ' [-171   44]', ' [   3   57]', ' [-118    7]', ' [ -62  -85]]']",0.9,0.9,1.0
7553,7553,242,1,5,46,0.6,0.3,0.0,1.2817099766201794,['[[92 23]]'],"['[[ 114  -76]', ' [ 172   14]', ' [ 187  -11]', ' [  82 -138]', ' [  89  108]]']",0.9,0.9,1.0
7554,7554,243,1,5,12,0.6,0.3,0.0,0.8574223237024334,['[[ 80 200]]'],"['[[ 103 -152]', ' [ 140   78]', ' [ 165  116]', ' [ -60   18]', ' [ 111 -178]]']",0.9,0.9,1.0
7559,7559,248,1,1,12,0.6,0.6,0.0,0.0,['[[-181  101]]'],['[[-48  11]]'],0.9,0.9,1.0
7560,7560,249,1,1,24,0.6,0.6,0.0,0.0,['[[-181  101]]'],['[[-48  11]]'],0.9,0.9,1.0
7561,7561,250,1,1,46,0.6,0.6,0.0,0.0,['[[-181  101]]'],['[[-48  11]]'],0.9,0.9,1.0
7562,7562,251,10,6,12,0.6,0.3,1.0903745266105231,0.7326472066627041,"['[[ 101 -178]', ' [  67   -6]', ' [  15  166]', ' [ 127  102]', ' [-155 -144]', ' [ -59 -131]', ' [  39   80]', ' [  90  190]', ' [  82  -72]', ' [  24  124]]']","['[[ -85 -112]', ' [  77  -86]', ' [  31 -119]', ' [  57 -194]', ' [ 140  -48]', ' [  79   18]]']",0.9,0.9,1.0
7564,7564,253,10,9,12,0.6,0.3,1.0235417421994255,1.1018958547273816,"['[[ 158  114]', ' [-119 -118]', ' [  78   -3]', ' [-141 -139]', ' [  83  149]', ' [-182   92]', ' [ -66 -137]', ' [  27  -30]', ' [ 138 -119]', ' [ 130  189]]']","['[[-147  146]', ' [ 191 -103]', ' [ 141  118]', ' [-147   18]', ' [-189  -87]', ' [-105 -150]', ' [ 104  186]', ' [   5   58]', ' [  52  185]]']",0.9,0.9,1.0
7566,7566,255,10,9,36,0.6,0.3,1.0235417421994255,1.1018958547273816,"['[[ 158  114]', ' [-119 -118]', ' [  78   -3]', ' [-141 -139]', ' [  83  149]', ' [-182   92]', ' [ -66 -137]', ' [  27  -30]', ' [ 138 -119]', ' [ 130  189]]']","['[[-147  146]', ' [ 191 -103]', ' [ 141  118]', ' [-147   18]', ' [-189  -87]', ' [-105 -150]', ' [ 104  186]', ' [   5   58]', ' [  52  185]]']",0.9,0.9,1.0
7569,7569,258,5,5,36,0.3,0.5,1.1574721083299653,1.056738725638893,"['[[ -11 -129]', ' [  25   92]', ' [-175  181]', ' [ 124 -101]', ' [-183  144]]']","['[[ -56  195]', ' [ 163   44]', ' [ -37   60]', ' [ 127  -73]', ' [ -92 -125]]']",0.9,0.9,1.0
7570,7570,259,5,5,12,0.6,0.3,1.1574721083299653,1.056738725638893,"['[[ -11 -129]', ' [  25   92]', ' [-175  181]', ' [ 124 -101]', ' [-183  144]]']","['[[ -56  195]', ' [ 163   44]', ' [ -37   60]', ' [ 127  -73]', ' [ -92 -125]]']",0.9,0.9,1.0
7574,7574,263,5,5,36,0.6,0.3,0.9450449472414704,1.0200508445872067,"['[[ 179   65]', ' [-126  -23]', ' [ -68  -60]', ' [  89 -120]', ' [ 156  -92]]']","['[[ -31  139]', ' [-166  -47]', ' [-172   75]', ' [   6 -157]', ' [  76   67]]']",0.9,0.9,1.0
7575,7575,264,5,5,46,0.6,0.3,0.9450449472414704,1.0200508445872067,"['[[ 179   65]', ' [-126  -23]', ' [ -68  -60]', ' [  89 -120]', ' [ 156  -92]]']","['[[ -31  139]', ' [-166  -47]', ' [-172   75]', ' [   6 -157]', ' [  76   67]]']",0.9,0.9,1.0
7576,7576,265,3,5,12,0.6,0.3,0.9473959222757526,0.9949692966741304,"['[[133  90]', ' [ 77 -86]', ' [-90 -36]]']","['[[  71 -142]', ' [-159   -2]', ' [-109   70]', ' [ -86 -190]', ' [-185  115]]']",0.9,0.9,1.0
7578,7578,267,7,7,36,0.3,0.5,1.0934666469978636,0.9441195121866104,"['[[-126 -196]', ' [-200  -91]', ' [-103  151]', ' [ -84  172]', ' [  52 -189]', ' [  84  110]', ' [  63   74]]']","['[[ 152   53]', ' [ -83  128]', ' [-141   99]', ' [ 132  163]', ' [ 147   40]', ' [-121 -146]', ' [ 111  165]]']",0.9,0.9,1.0
7581,7581,270,8,5,46,0.3,0.5,1.0900047752833355,0.9119583048679843,"['[[ 121  -32]', ' [ -53  173]', ' [  73  127]', ' [  99   -5]', ' [-191  153]', ' [ 147  -23]', ' [-144   64]', ' [  17  -73]]']","['[[  82  150]', ' [ 115   26]', ' [  17 -187]', ' [  61   92]', ' [  75  152]]']",0.9,0.9,1.0
7582,7582,271,8,5,24,0.6,0.3,1.0900047752833355,0.9119583048679843,"['[[ 121  -32]', ' [ -53  173]', ' [  73  127]', ' [  99   -5]', ' [-191  153]', ' [ 147  -23]', ' [-144   64]', ' [  17  -73]]']","['[[  82  150]', ' [ 115   26]', ' [  17 -187]', ' [  61   92]', ' [  75  152]]']",0.9,0.9,1.0
7591,7591,283,10,1,24,0.6,0.3,1.4134978325747078,0.0,"['[[-151  185]', ' [ -94  116]', ' [   2  142]', ' [  68   27]', ' [ -71 -195]', ' [ 134 -125]', ' [ 132  151]', ' [ 189   42]', ' [ 104  -73]', ' [ -48   -6]]']",['[[96 26]]'],0.9,0.9,1.0
7592,7592,284,10,1,46,0.6,0.3,1.4134978325747078,0.0,"['[[-151  185]', ' [ -94  116]', ' [   2  142]', ' [  68   27]', ' [ -71 -195]', ' [ 134 -125]', ' [ 132  151]', ' [ 189   42]', ' [ 104  -73]', ' [ -48   -6]]']",['[[96 26]]'],0.9,0.9,1.0
7593,7593,285,10,1,24,0.6,0.5,1.4134978325747078,0.0,"['[[-151  185]', ' [ -94  116]', ' [   2  142]', ' [  68   27]', ' [ -71 -195]', ' [ 134 -125]', ' [ 132  151]', ' [ 189   42]', ' [ 104  -73]', ' [ -48   -6]]']",['[[96 26]]'],0.9,0.9,1.0
7596,7596,288,6,1,12,0.6,0.5,1.049426454704721,0.0,"['[[-113 -142]', ' [  20 -141]', ' [ 151   55]', ' [ -93 -191]', ' [ 160  167]', ' [   7  164]]']",['[[  85 -197]]'],0.9,0.9,1.0
7598,7598,291,7,5,36,0.6,0.3,0.8748543880155054,0.9499304080889982,"['[[  31  163]', ' [-124  -30]', ' [  87  126]', ' [ 128  -69]', ' [-147  129]', ' [  34  -34]', ' [-105   62]]']","['[[   4 -186]', ' [ 143   26]', ' [ -93   64]', ' [ 174  -98]', ' [ 200  -70]]']",0.9,0.9,1.0
7600,7600,293,6,1,36,0.6,0.3,1.0095484674457944,0.0,"['[[-165  150]', ' [ -19   47]', ' [  84  151]', ' [  93  188]', ' [  63  -32]', ' [ -45 -109]]']",['[[167  59]]'],0.9,0.9,1.0
7602,7602,295,6,1,36,0.6,0.5,1.0095484674457944,0.0,"['[[-165  150]', ' [ -19   47]', ' [  84  151]', ' [  93  188]', ' [  63  -32]', ' [ -45 -109]]']",['[[167  59]]'],0.9,0.9,1.0
7603,7603,296,6,1,12,0.6,0.6,1.0095484674457944,0.0,"['[[-165  150]', ' [ -19   47]', ' [  84  151]', ' [  93  188]', ' [  63  -32]', ' [ -45 -109]]']",['[[167  59]]'],0.9,0.9,1.0
7604,7604,297,6,1,24,0.6,0.6,1.0095484674457944,0.0,"['[[-165  150]', ' [ -19   47]', ' [  84  151]', ' [  93  188]', ' [  63  -32]', ' [ -45 -109]]']",['[[167  59]]'],0.9,0.9,1.0
7605,7605,299,6,1,24,0.6,0.5,1.049426454704721,0.0,"['[[-113 -142]', ' [  20 -141]', ' [ 151   55]', ' [ -93 -191]', ' [ 160  167]', ' [   7  164]]']",['[[  85 -197]]'],0.9,0.9,1.0
7606,7606,300,6,6,46,0.3,0.5,1.134261026516054,0.9006226271641705,"['[[-147   99]', ' [ -64  131]', ' [-149 -183]', ' [  47  156]', ' [  37 -188]', ' [  16 -117]]']","['[[-102 -165]', ' [  -7   42]', ' [  38  -72]', ' [ 100  199]', ' [  94    0]', ' [ 134  -55]]']",0.9,0.9,1.0
7607,7607,301,6,6,24,0.6,0.3,1.134261026516054,0.9006226271641705,"['[[-147   99]', ' [ -64  131]', ' [-149 -183]', ' [  47  156]', ' [  37 -188]', ' [  16 -117]]']","['[[-102 -165]', ' [  -7   42]', ' [  38  -72]', ' [ 100  199]', ' [  94    0]', ' [ 134  -55]]']",0.9,0.9,1.0
7608,7608,302,6,6,36,0.6,0.3,1.134261026516054,0.9006226271641705,"['[[-147   99]', ' [ -64  131]', ' [-149 -183]', ' [  47  156]', ' [  37 -188]', ' [  16 -117]]']","['[[-102 -165]', ' [  -7   42]', ' [  38  -72]', ' [ 100  199]', ' [  94    0]', ' [ 134  -55]]']",0.9,0.9,1.0
7611,7611,305,2,7,36,0.6,0.3,0.6388560556433692,1.234812294634217,"['[[ -86  -92]', ' [-167  -37]]']","['[[-146  -49]', ' [-118  105]', ' [  84  -67]', ' [-193  -31]', ' [  17  -19]', ' [  29  -66]', ' [-171  177]]']",0.9,0.9,1.0
7612,7612,306,2,7,46,0.6,0.6,0.6388560556433692,1.234812294634217,"['[[ -86  -92]', ' [-167  -37]]']","['[[-146  -49]', ' [-118  105]', ' [  84  -67]', ' [-193  -31]', ' [  17  -19]', ' [  29  -66]', ' [-171  177]]']",0.9,0.9,1.0
7615,7615,309,5,7,36,0.3,0.5,1.1974896233768757,1.0336475887981498,"['[[ 185   83]', ' [-179 -144]', ' [ -23 -120]', ' [  85 -145]', ' [-154   -6]]']","['[[-149 -111]', ' [  63   60]', ' [ -90   39]', ' [-146   39]', ' [ 140 -174]', ' [  67   40]', ' [ -87 -183]]']",0.9,0.9,1.0
7618,7618,312,5,7,24,0.6,0.3,1.1974896233768757,1.0336475887981498,"['[[ 185   83]', ' [-179 -144]', ' [ -23 -120]', ' [  85 -145]', ' [-154   -6]]']","['[[-149 -111]', ' [  63   60]', ' [ -90   39]', ' [-146   39]', ' [ 140 -174]', ' [  67   40]', ' [ -87 -183]]']",0.9,0.9,1.0
7624,7624,322,9,2,46,0.6,0.3,1.2094694802547343,0.3882778913323629,"['[[ 133 -199]', ' [ -11   68]', ' [-190  141]', ' [-129 -141]', ' [ 128 -185]', ' [-160  184]', ' [ 127 -129]', ' [  75    2]', ' [ -68 -136]]']","['[[-105  -34]', ' [-118   45]]']",0.9,0.9,1.0
7627,7627,325,3,7,12,0.3,0.5,1.336629329747998,0.9242472782023666,"['[[ 196    1]', ' [ 156 -134]', ' [-185  175]]']","['[[ 154   90]', ' [-121  -36]', ' [ -24 -199]', ' [ 174   44]', ' [ -60  101]', ' [-168  173]', ' [ -49  -34]]']",0.9,0.9,1.0
7628,7628,326,3,7,24,0.3,0.5,1.336629329747998,0.9242472782023666,"['[[ 196    1]', ' [ 156 -134]', ' [-185  175]]']","['[[ 154   90]', ' [-121  -36]', ' [ -24 -199]', ' [ 174   44]', ' [ -60  101]', ' [-168  173]', ' [ -49  -34]]']",0.9,0.9,1.0
7629,7629,327,3,7,46,0.3,0.5,1.336629329747998,0.9242472782023666,"['[[ 196    1]', ' [ 156 -134]', ' [-185  175]]']","['[[ 154   90]', ' [-121  -36]', ' [ -24 -199]', ' [ 174   44]', ' [ -60  101]', ' [-168  173]', ' [ -49  -34]]']",0.9,0.9,1.0
7633,7633,331,5,6,36,0.6,0.3,1.1001738819432934,1.02882421632476,"['[[ 129   14]', ' [-190  114]', ' [ -44   -1]', ' [ 101 -113]', ' [ 162   18]]']","['[[ 103   37]', ' [ -81 -121]', ' [-148   26]', ' [ -75  124]', ' [  99 -137]', ' [-107   55]]']",0.9,0.9,1.0
7637,7637,336,4,9,12,0.6,0.3,0.9075534557106996,1.2358896312933831,"['[[109 169]', ' [-91 173]', ' [  9 -17]', ' [ 33 166]]']","['[[ 151  183]', ' [ 158   43]', ' [-176 -178]', ' [ -38  102]', ' [ 150  -86]', ' [ -58  -39]', ' [  13  185]', ' [-112  172]', ' [  10   62]]']",0.9,0.9,1.0
7640,7640,341,8,3,36,0.3,0.5,0.9897053654734784,0.392962290227262,"['[[-169 -140]', ' [ -46   74]', ' [-108 -179]', ' [  86  -93]', ' [  95 -114]', ' [-104 -187]', ' [   5  -53]', ' [-156   65]]']","['[[  73  -75]', ' [ 144 -150]', ' [ 100 -147]]']",0.9,0.9,1.0
7642,7642,0,10,9,12,0.1,0.3,0.7869710159132086,1.0546798950627658,"['[[ -28 -154]', ' [  57  183]', ' [-131   80]', ' [  -3  127]', ' [-101  -20]', ' [  95  159]', ' [  86   99]', ' [ 200  147]', ' [  40  128]', ' [-115   78]]']","['[[  66 -179]', ' [-167  -53]', ' [  51 -168]', ' [ 110  172]', ' [ 169 -129]', ' [ 179 -155]', ' [  26  104]', ' [ -24  -49]', ' [-114  196]]']",0.9,0.1,1.0
7649,7649,7,10,9,12,0.3,0.3,0.7869710159132086,1.0546798950627658,"['[[ -28 -154]', ' [  57  183]', ' [-131   80]', ' [  -3  127]', ' [-101  -20]', ' [  95  159]', ' [  86   99]', ' [ 200  147]', ' [  40  128]', ' [-115   78]]']","['[[  66 -179]', ' [-167  -53]', ' [  51 -168]', ' [ 110  172]', ' [ 169 -129]', ' [ 179 -155]', ' [  26  104]', ' [ -24  -49]', ' [-114  196]]']",0.9,0.5,1.0
7659,7659,17,10,9,36,0.3,0.3,0.7869710159132086,1.0546798950627658,"['[[ -28 -154]', ' [  57  183]', ' [-131   80]', ' [  -3  127]', ' [-101  -20]', ' [  95  159]', ' [  86   99]', ' [ 200  147]', ' [  40  128]', ' [-115   78]]']","['[[  66 -179]', ' [-167  -53]', ' [  51 -168]', ' [ 110  172]', ' [ 169 -129]', ' [ 179 -155]', ' [  26  104]', ' [ -24  -49]', ' [-114  196]]']",0.8,0.5,1.0
7671,7671,29,10,9,46,0.6,0.3,0.7869710159132086,1.0546798950627658,"['[[ -28 -154]', ' [  57  183]', ' [-131   80]', ' [  -3  127]', ' [-101  -20]', ' [  95  159]', ' [  86   99]', ' [ 200  147]', ' [  40  128]', ' [-115   78]]']","['[[  66 -179]', ' [-167  -53]', ' [  51 -168]', ' [ 110  172]', ' [ 169 -129]', ' [ 179 -155]', ' [  26  104]', ' [ -24  -49]', ' [-114  196]]']",0.9,0.9,1.0
7673,7673,31,10,9,36,0.1,0.3,0.7869710159132086,1.0546798950627658,"['[[ -28 -154]', ' [  57  183]', ' [-131   80]', ' [  -3  127]', ' [-101  -20]', ' [  95  159]', ' [  86   99]', ' [ 200  147]', ' [  40  128]', ' [-115   78]]']","['[[  66 -179]', ' [-167  -53]', ' [  51 -168]', ' [ 110  172]', ' [ 169 -129]', ' [ 179 -155]', ' [  26  104]', ' [ -24  -49]', ' [-114  196]]']",0.9,0.3,1.0
7681,7681,39,4,7,46,0.6,0.3,1.0317619278581074,1.2028969387171171,"['[[ 135  -30]', ' [ 153   18]', ' [-124  -77]', ' [ 142  -52]]']","['[[-147  -68]', ' [ 154  -91]', ' [ 181  -20]', ' [ 125  -85]', ' [ 164   45]', ' [  27  146]', ' [  51   85]]']",0.8,0.9,1.0
7686,7686,44,4,7,46,0.6,0.5,1.0317619278581074,1.2028969387171171,"['[[ 135  -30]', ' [ 153   18]', ' [-124  -77]', ' [ 142  -52]]']","['[[-147  -68]', ' [ 154  -91]', ' [ 181  -20]', ' [ 125  -85]', ' [ 164   45]', ' [  27  146]', ' [  51   85]]']",0.9,0.9,1.0
7701,7701,59,7,1,24,0.6,0.3,1.4817774937510908,0.0,"['[[   8   22]', ' [-130  -33]', ' [ 133   94]', ' [  12   87]', ' [  21 -160]', ' [-161  185]', ' [-114 -130]]']",['[[-24 -34]]'],0.8,0.9,1.0
7721,7721,79,5,1,24,0.5,0.3,1.0740301155892409,0.0,"['[[  30  179]', ' [ 186 -143]', ' [-200 -158]', ' [  18  118]', ' [  35   66]]']",['[[-126 -101]]'],0.9,0.9,1.0
7791,7791,149,2,2,12,0.6,0.3,0.6711962051552289,1.708051898125647,"['[[ -33 -127]', ' [  92 -174]]']","['[[ 176   -9]', ' [-150 -105]]']",0.9,0.9,1.0
7796,7796,154,10,2,24,0.6,0.5,0.8891708472306235,1.0991310077088008,"['[[  82   40]', ' [   2   37]', ' [-110   95]', ' [-162  -10]', ' [-192 -153]', ' [ -34   42]', ' [  -5  -64]', ' [ 200    2]', ' [ 140    5]', ' [   5  133]]']","['[[-138  136]', ' [  94  173]]']",0.9,0.9,1.0
7799,7799,157,2,2,12,0.6,0.6,0.6711962051552289,1.708051898125647,"['[[ -33 -127]', ' [  92 -174]]']","['[[ 176   -9]', ' [-150 -105]]']",0.8,0.5,1.0
7805,7805,163,10,2,12,0.6,0.6,0.8891708472306235,1.0991310077088008,"['[[  82   40]', ' [   2   37]', ' [-110   95]', ' [-162  -10]', ' [-192 -153]', ' [ -34   42]', ' [  -5  -64]', ' [ 200    2]', ' [ 140    5]', ' [   5  133]]']","['[[-138  136]', ' [  94  173]]']",0.5,0.7,1.0
7810,7810,168,10,2,24,0.6,0.6,0.8891708472306235,1.0991310077088008,"['[[  82   40]', ' [   2   37]', ' [-110   95]', ' [-162  -10]', ' [-192 -153]', ' [ -34   42]', ' [  -5  -64]', ' [ 200    2]', ' [ 140    5]', ' [   5  133]]']","['[[-138  136]', ' [  94  173]]']",0.3,0.7,1.0
7815,7815,173,10,2,36,0.6,0.6,0.8891708472306235,1.0991310077088008,"['[[  82   40]', ' [   2   37]', ' [-110   95]', ' [-162  -10]', ' [-192 -153]', ' [ -34   42]', ' [  -5  -64]', ' [ 200    2]', ' [ 140    5]', ' [   5  133]]']","['[[-138  136]', ' [  94  173]]']",0.3,0.7,1.0
7820,7820,178,10,2,46,0.6,0.6,0.8891708472306235,1.0991310077088008,"['[[  82   40]', ' [   2   37]', ' [-110   95]', ' [-162  -10]', ' [-192 -153]', ' [ -34   42]', ' [  -5  -64]', ' [ 200    2]', ' [ 140    5]', ' [   5  133]]']","['[[-138  136]', ' [  94  173]]']",0.4,0.7,1.0
7825,7825,183,10,2,46,0.1,0.3,0.8891708472306235,1.0991310077088008,"['[[  82   40]', ' [   2   37]', ' [-110   95]', ' [-162  -10]', ' [-192 -153]', ' [ -34   42]', ' [  -5  -64]', ' [ 200    2]', ' [ 140    5]', ' [   5  133]]']","['[[-138  136]', ' [  94  173]]']",0.9,0.7,1.0
7851,7851,209,4,7,36,0.6,0.3,1.0317619278581074,1.2028969387171171,"['[[ 135  -30]', ' [ 153   18]', ' [-124  -77]', ' [ 142  -52]]']","['[[-147  -68]', ' [ 154  -91]', ' [ 181  -20]', ' [ 125  -85]', ' [ 164   45]', ' [  27  146]', ' [  51   85]]']",0.8,0.9,1.0
7856,7856,214,9,1,46,0.6,0.3,1.2322402175745577,0.0,"['[[ -98  162]', ' [-116  -36]', ' [  24   -8]', ' [  69  196]', ' [-185 -100]', ' [  54   45]', ' [ 159   76]', ' [ -22 -151]', ' [ -93  -90]]']",['[[ -27 -110]]'],0.9,0.9,1.0
7861,7861,219,9,1,12,0.6,0.5,1.2322402175745577,0.0,"['[[ -98  162]', ' [-116  -36]', ' [  24   -8]', ' [  69  196]', ' [-185 -100]', ' [  54   45]', ' [ 159   76]', ' [ -22 -151]', ' [ -93  -90]]']",['[[ -27 -110]]'],0.9,0.9,1.0
7866,7866,224,9,1,24,0.6,0.5,1.2322402175745577,0.0,"['[[ -98  162]', ' [-116  -36]', ' [  24   -8]', ' [  69  196]', ' [-185 -100]', ' [  54   45]', ' [ 159   76]', ' [ -22 -151]', ' [ -93  -90]]']",['[[ -27 -110]]'],0.9,0.9,1.0
7885,7885,243,9,1,24,0.6,0.3,1.2322402175745577,0.0,"['[[ -98  162]', ' [-116  -36]', ' [  24   -8]', ' [  69  196]', ' [-185 -100]', ' [  54   45]', ' [ 159   76]', ' [ -22 -151]', ' [ -93  -90]]']",['[[ -27 -110]]'],0.9,0.7,1.0
7896,7896,254,7,1,46,0.6,0.3,1.4817774937510908,0.0,"['[[   8   22]', ' [-130  -33]', ' [ 133   94]', ' [  12   87]', ' [  21 -160]', ' [-161  185]', ' [-114 -130]]']",['[[-24 -34]]'],0.9,0.9,1.0
7906,7906,264,7,1,36,0.6,0.5,1.4817774937510908,0.0,"['[[   8   22]', ' [-130  -33]', ' [ 133   94]', ' [  12   87]', ' [  21 -160]', ' [-161  185]', ' [-114 -130]]']",['[[-24 -34]]'],0.9,0.9,1.0
7945,7945,303,8,5,46,0.3,0.5,1.1591051051423251,0.7207237713289406,"['[[ -89 -125]', ' [-103   92]', ' [-108  -39]', ' [ 168  -42]', ' [ -33 -177]', ' [-144 -145]', ' [-140  125]', ' [  26   -2]]']","['[[-196   54]', ' [-175   -8]', ' [-100   46]', ' [-167 -103]', ' [ -38   38]]']",0.8,0.7,1.0
7951,7951,309,8,5,24,0.5,0.3,1.1591051051423251,0.7207237713289406,"['[[ -89 -125]', ' [-103   92]', ' [-108  -39]', ' [ 168  -42]', ' [ -33 -177]', ' [-144 -145]', ' [-140  125]', ' [  26   -2]]']","['[[-196   54]', ' [-175   -8]', ' [-100   46]', ' [-167 -103]', ' [ -38   38]]']",0.9,0.9,1.0
7989,7989,347,8,2,12,0.5,0.3,1.0023421318622232,1.2629692373134618,"['[[-147 -176]', ' [ 163   22]', ' [ 177   61]', ' [ -93  -85]', ' [ 158 -200]', ' [ 199   29]', ' [ -14 -125]', ' [ -94  126]]']","['[[-102 -190]', ' [ -75  116]]']",0.9,0.5,1.0
7993,7993,351,8,5,36,0.1,0.3,1.1591051051423251,0.7207237713289406,"['[[ -89 -125]', ' [-103   92]', ' [-108  -39]', ' [ 168  -42]', ' [ -33 -177]', ' [-144 -145]', ' [-140  125]', ' [  26   -2]]']","['[[-196   54]', ' [-175   -8]', ' [-100   46]', ' [-167 -103]', ' [ -38   38]]']",0.2,0.3,1.0
8000,8000,358,8,2,36,0.5,0.3,1.0023421318622232,1.2629692373134618,"['[[-147 -176]', ' [ 163   22]', ' [ 177   61]', ' [ -93  -85]', ' [ 158 -200]', ' [ 199   29]', ' [ -14 -125]', ' [ -94  126]]']","['[[-102 -190]', ' [ -75  116]]']",0.9,0.7,1.0
8003,8003,361,8,5,46,0.1,0.3,1.1591051051423251,0.7207237713289406,"['[[ -89 -125]', ' [-103   92]', ' [-108  -39]', ' [ 168  -42]', ' [ -33 -177]', ' [-144 -145]', ' [-140  125]', ' [  26   -2]]']","['[[-196   54]', ' [-175   -8]', ' [-100   46]', ' [-167 -103]', ' [ -38   38]]']",0.1,0.3,1.0
8030,8030,388,8,5,12,0.3,0.5,1.1591051051423251,0.7207237713289406,"['[[ -89 -125]', ' [-103   92]', ' [-108  -39]', ' [ 168  -42]', ' [ -33 -177]', ' [-144 -145]', ' [-140  125]', ' [  26   -2]]']","['[[-196   54]', ' [-175   -8]', ' [-100   46]', ' [-167 -103]', ' [ -38   38]]']",0.6,0.7,1.0
8035,8035,393,8,5,24,0.3,0.5,1.1591051051423251,0.7207237713289406,"['[[ -89 -125]', ' [-103   92]', ' [-108  -39]', ' [ 168  -42]', ' [ -33 -177]', ' [-144 -145]', ' [-140  125]', ' [  26   -2]]']","['[[-196   54]', ' [-175   -8]', ' [-100   46]', ' [-167 -103]', ' [ -38   38]]']",0.9,0.7,1.0
8040,8040,398,8,5,36,0.3,0.5,1.1591051051423251,0.7207237713289406,"['[[ -89 -125]', ' [-103   92]', ' [-108  -39]', ' [ 168  -42]', ' [ -33 -177]', ' [-144 -145]', ' [-140  125]', ' [  26   -2]]']","['[[-196   54]', ' [-175   -8]', ' [-100   46]', ' [-167 -103]', ' [ -38   38]]']",0.8,0.7,1.0
8045,8045,403,5,7,46,0.3,0.5,0.5895010022712629,1.0379743819966394,"['[[ 87  60]', ' [ 54 128]', ' [163 -83]', ' [ 51 120]', ' [157  -7]]']","['[[-142   -7]', ' [ -21  165]', ' [ 151    5]', ' [ -21   33]', ' [-190 -119]', ' [-188 -126]', ' [ 123  -97]]']",0.9,0.7,1.0
8048,8048,406,5,7,36,0.1,0.3,0.5895010022712629,1.0379743819966394,"['[[ 87  60]', ' [ 54 128]', ' [163 -83]', ' [ 51 120]', ' [157  -7]]']","['[[-142   -7]', ' [ -21  165]', ' [ 151    5]', ' [ -21   33]', ' [-190 -119]', ' [-188 -126]', ' [ 123  -97]]']",0.7,0.3,1.0
